;x11;x12;x13;x14;x21;x22;x31;x32;x33;y1;y2;y3
2.9000000e+002;1.2200000e+001;3.5594683e+002;0.0000000e+000;4.8344120e+002;3.5594683e+002;0.0000000e+000;3.5594683e+002;0.0000000e+000;4.8344120e+002;1.2595987e+001;4.6235077e+001;1.2200000e+001
3.0000000e+002;1.2200000e+001;3.9277084e+002;0.0000000e+000;4.6291503e+002;3.9277084e+002;0.0000000e+000;3.9277084e+002;0.0000000e+000;4.6291503e+002;1.2614268e+001;4.6176788e+001;1.2200000e+001
3.1000000e+002;1.2200000e+001;2.5498713e+002;0.0000000e+000;5.0001185e+002;2.5498713e+002;0.0000000e+000;2.5498713e+002;0.0000000e+000;5.0001185e+002;1.2584502e+001;4.6125066e+001;1.2200000e+001
3.2000000e+002;1.2200000e+001;1.6521684e+002;0.0000000e+000;5.4771121e+002;1.6521684e+002;0.0000000e+000;1.6521684e+002;0.0000000e+000;5.4771121e+002;1.2199304e+001;4.6093721e+001;1.2200000e+001
3.3000000e+002;1.2200000e+001;1.3188072e+002;0.0000000e+000;5.7410900e+002;1.3188072e+002;0.0000000e+000;1.3188072e+002;0.0000000e+000;5.7410900e+002;1.2199266e+001;4.6071198e+001;1.2200000e+001
3.4000000e+002;1.2200000e+001;2.1726696e+002;0.0000000e+000;5.5493574e+002;2.1726696e+002;0.0000000e+000;2.1726696e+002;0.0000000e+000;5.5493574e+002;1.2199227e+001;4.6045373e+001;1.2200000e+001
3.5000000e+002;1.2200000e+001;2.7389797e+002;0.0000000e+000;5.0781924e+002;2.7389797e+002;0.0000000e+000;2.7389797e+002;0.0000000e+000;5.0781924e+002;1.2575502e+001;4.6006743e+001;1.2200000e+001
3.6000000e+002;1.2200000e+001;2.9493234e+002;0.0000000e+000;5.5682592e+002;2.9493234e+002;0.0000000e+000;2.9493234e+002;0.0000000e+000;5.5682592e+002;1.2535623e+001;4.5962546e+001;1.2200000e+001
3.7000000e+002;1.2200000e+001;2.2741489e+002;0.0000000e+000;5.6964656e+002;2.2741489e+002;0.0000000e+000;2.2741489e+002;0.0000000e+000;5.6964656e+002;1.2526225e+001;4.5921350e+001;1.2200000e+001
3.8000000e+002;1.2200000e+001;1.8314111e+002;0.0000000e+000;6.1523769e+002;1.8314111e+002;0.0000000e+000;1.8314111e+002;0.0000000e+000;6.1523769e+002;1.2199198e+001;4.5890188e+001;1.2200000e+001
3.9000000e+002;1.2200000e+001;1.6669880e+002;0.0000000e+000;6.5168669e+002;1.6669880e+002;0.0000000e+000;1.6669880e+002;0.0000000e+000;6.5168669e+002;1.2199155e+001;4.5863379e+001;1.2200000e+001
4.0000000e+002;1.2200000e+001;1.7866905e+002;0.0000000e+000;6.4548253e+002;1.7866905e+002;0.0000000e+000;1.7866905e+002;0.0000000e+000;6.4548253e+002;1.2199111e+001;4.5836964e+001;1.2200000e+001
4.1000000e+002;1.2200000e+001;1.8772644e+002;0.0000000e+000;6.0950081e+002;1.8772644e+002;0.0000000e+000;1.8772644e+002;0.0000000e+000;6.0950081e+002;1.2199068e+001;4.5808557e+001;1.2200000e+001
4.2000000e+002;1.2200000e+001;1.9109556e+002;0.0000000e+000;5.6907369e+002;1.9109556e+002;0.0000000e+000;1.9109556e+002;0.0000000e+000;5.6907369e+002;1.2199028e+001;4.5779258e+001;1.2200000e+001
4.3000000e+002;1.2200000e+001;7.8534584e+001;0.0000000e+000;5.6854087e+002;7.8534584e+001;0.0000000e+000;7.8534584e+001;0.0000000e+000;5.6854087e+002;1.2198990e+001;4.5756616e+001;1.2200000e+001
4.4000000e+002;1.2200000e+001;7.5000022e+001;0.0000000e+000;6.0839254e+002;7.5000022e+001;0.0000000e+000;7.5000022e+001;0.0000000e+000;6.0839254e+002;1.2198951e+001;4.5744986e+001;1.2200000e+001
4.5000000e+002;1.2200000e+001;7.5000000e+001;0.0000000e+000;6.5198926e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;6.5198926e+002;1.2198908e+001;4.5733402e+001;1.2200000e+001
4.6000000e+002;1.2200000e+001;7.5000000e+001;0.0000000e+000;6.1293862e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;6.1293862e+002;1.2198866e+001;4.5721817e+001;1.2200000e+001
4.7000000e+002;1.2200000e+001;7.5000000e+001;0.0000000e+000;5.7718407e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;5.7718407e+002;1.2198826e+001;4.5710233e+001;1.2200000e+001
4.8000000e+002;1.2200000e+001;7.5000000e+001;0.0000000e+000;5.3129066e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;5.3129066e+002;1.2198788e+001;4.5698649e+001;1.2200000e+001
4.9000000e+002;1.2200000e+001;1.9149693e+002;0.0000000e+000;5.1745047e+002;1.9149693e+002;0.0000000e+000;1.9149693e+002;0.0000000e+000;5.1745047e+002;1.2198753e+001;4.5683295e+001;1.2200000e+001
5.0000000e+002;1.2200000e+001;3.0577860e+002;0.0000000e+000;5.4838812e+002;3.0577860e+002;0.0000000e+000;3.0577860e+002;0.0000000e+000;5.4838812e+002;1.2544283e+001;4.5643433e+001;1.2200000e+001
5.1000000e+002;1.2200000e+001;3.4786379e+002;0.0000000e+000;6.4479095e+002;3.4786379e+002;0.0000000e+000;3.4786379e+002;0.0000000e+000;6.4479095e+002;1.2463814e+001;4.5592420e+001;1.2200000e+001
5.2000000e+002;1.2200000e+001;2.8069980e+002;0.0000000e+000;6.6493738e+002;2.8069980e+002;0.0000000e+000;2.8069980e+002;0.0000000e+000;6.6493738e+002;1.2445843e+001;4.5542848e+001;1.2200000e+001
5.3000000e+002;1.2200000e+001;2.3464706e+002;0.0000000e+000;6.3943375e+002;2.3464706e+002;0.0000000e+000;2.3464706e+002;0.0000000e+000;6.3943375e+002;1.2465954e+001;4.5503615e+001;1.2200000e+001
5.4000000e+002;1.2200000e+001;2.1753510e+002;0.0000000e+000;5.9173021e+002;2.1753510e+002;0.0000000e+000;2.1753510e+002;0.0000000e+000;5.9173021e+002;1.2505654e+001;4.5468910e+001;1.2200000e+001
5.5000000e+002;1.2200000e+001;1.5069930e+002;0.0000000e+000;5.6568518e+002;1.5069930e+002;0.0000000e+000;1.5069930e+002;0.0000000e+000;5.6568518e+002;1.2198717e+001;4.5439941e+001;1.2200000e+001
5.6000000e+002;1.2200000e+001;1.1047711e+002;0.0000000e+000;5.5821786e+002;1.1047711e+002;0.0000000e+000;1.1047711e+002;0.0000000e+000;5.5821786e+002;1.2198680e+001;4.5420268e+001;1.2200000e+001
5.7000000e+002;1.2200000e+001;7.5000407e+001;0.0000000e+000;6.0539738e+002;7.5000407e+001;0.0000000e+000;7.5000407e+001;0.0000000e+000;6.0539738e+002;1.2198641e+001;4.5407947e+001;1.2200000e+001
5.8000000e+002;1.2200000e+001;7.5000000e+001;0.0000000e+000;6.3682197e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;6.3682197e+002;1.2198599e+001;4.5396363e+001;1.2200000e+001
5.9000000e+002;1.2200000e+001;7.5000000e+001;0.0000000e+000;6.2359877e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;6.2359877e+002;1.2198556e+001;4.5384778e+001;1.2200000e+001
6.0000000e+002;1.2200000e+001;7.5000000e+001;0.0000000e+000;8.0788514e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;8.0788514e+002;1.2198516e+001;4.5373194e+001;1.2200000e+001
6.1000000e+002;1.2200000e+001;2.2287464e+002;0.0000000e+000;7.4749164e+002;2.2287464e+002;0.0000000e+000;2.2287464e+002;0.0000000e+000;7.4749164e+002;1.2278998e+001;4.5352713e+001;1.2200000e+001
6.2000000e+002;1.2200000e+001;3.0468299e+002;0.0000000e+000;7.5411312e+002;3.0468299e+002;0.0000000e+000;3.0468299e+002;0.0000000e+000;7.5411312e+002;1.2372359e+001;4.5310958e+001;1.2200000e+001
6.3000000e+002;1.2200000e+001;3.3503240e+002;0.0000000e+000;7.9744468e+002;3.3503240e+002;0.0000000e+000;3.3503240e+002;0.0000000e+000;7.9744468e+002;1.2336843e+001;4.5261170e+001;1.2200000e+001
6.4000000e+002;1.2200000e+001;2.7250133e+002;0.0000000e+000;8.3764638e+002;2.7250133e+002;0.0000000e+000;2.7250133e+002;0.0000000e+000;8.3764638e+002;1.2302666e+001;4.5213367e+001;1.2200000e+001
6.5000000e+002;1.2200000e+001;2.3046457e+002;0.0000000e+000;8.3775696e+002;2.3046457e+002;0.0000000e+000;2.3046457e+002;0.0000000e+000;8.3775696e+002;1.2301251e+001;4.5175040e+001;1.2200000e+001
6.6000000e+002;1.2200000e+001;2.1484843e+002;0.0000000e+000;7.6246287e+002;2.1484843e+002;0.0000000e+000;2.1484843e+002;0.0000000e+000;7.6246287e+002;1.2363240e+001;4.5140847e+001;1.2200000e+001
6.7000000e+002;1.2200000e+001;2.5484080e+002;0.0000000e+000;7.1903768e+002;2.5484080e+002;0.0000000e+000;2.5484080e+002;0.0000000e+000;7.1903768e+002;1.2399936e+001;4.5105107e+001;1.2200000e+001
6.8000000e+002;1.2200000e+001;2.8136532e+002;0.0000000e+000;7.1219615e+002;2.8136532e+002;0.0000000e+000;2.8136532e+002;0.0000000e+000;7.1219615e+002;1.2406941e+001;4.5063369e+001;1.2200000e+001
6.9000000e+002;1.2200000e+001;2.9121728e+002;0.0000000e+000;7.4822675e+002;2.9121728e+002;0.0000000e+000;2.9121728e+002;0.0000000e+000;7.4822675e+002;1.2377817e+001;4.5019024e+001;1.2200000e+001
7.0000000e+002;1.2200000e+001;2.8546526e+002;0.0000000e+000;7.9400312e+002;2.8546526e+002;0.0000000e+000;2.8546526e+002;0.0000000e+000;7.9400312e+002;1.2339340e+001;4.4974347e+001;1.2200000e+001
7.1000000e+002;1.2200000e+001;2.8092755e+002;0.0000000e+000;8.6932062e+002;2.8092755e+002;0.0000000e+000;2.8092755e+002;0.0000000e+000;8.6932062e+002;1.2275318e+001;4.4930660e+001;1.2200000e+001
7.2000000e+002;1.2200000e+001;2.7923892e+002;0.0000000e+000;8.3806558e+002;2.7923892e+002;0.0000000e+000;2.7923892e+002;0.0000000e+000;8.3806558e+002;1.2300334e+001;4.4887421e+001;1.2200000e+001
7.3000000e+002;1.2200000e+001;3.0748285e+002;0.0000000e+000;7.9085266e+002;3.0748285e+002;0.0000000e+000;3.0748285e+002;0.0000000e+000;7.9085266e+002;1.2339824e+001;4.4842407e+001;1.2200000e+001
7.4000000e+002;1.2200000e+001;3.2532783e+002;0.0000000e+000;7.7109200e+002;3.2532783e+002;0.0000000e+000;3.2532783e+002;0.0000000e+000;7.7109200e+002;1.2357478e+001;4.4793315e+001;1.2200000e+001
7.5000000e+002;1.2200000e+001;3.3195205e+002;0.0000000e+000;7.9695147e+002;3.3195205e+002;0.0000000e+000;3.3195205e+002;0.0000000e+000;7.9695147e+002;1.2337065e+001;4.4742470e+001;1.2200000e+001
7.6000000e+002;1.2200000e+001;3.0582958e+002;0.0000000e+000;8.0586072e+002;3.0582958e+002;0.0000000e+000;3.0582958e+002;0.0000000e+000;8.0586072e+002;1.2329681e+001;4.4692896e+001;1.2200000e+001
7.7000000e+002;1.2200000e+001;2.8884394e+002;0.0000000e+000;8.3154921e+002;2.8884394e+002;0.0000000e+000;2.8884394e+002;0.0000000e+000;8.3154921e+002;1.2307183e+001;4.4647179e+001;1.2200000e+001
7.8000000e+002;1.2200000e+001;2.8253649e+002;0.0000000e+000;8.1160570e+002;2.8253649e+002;0.0000000e+000;2.8253649e+002;0.0000000e+000;8.1160570e+002;1.2322582e+001;4.4603132e+001;1.2200000e+001
7.9000000e+002;1.2200000e+001;1.4037111e+002;0.0000000e+000;7.6436440e+002;1.4037111e+002;0.0000000e+000;1.4037111e+002;0.0000000e+000;7.6436440e+002;1.2198444e+001;4.4569092e+001;1.2200000e+001
8.0000000e+002;1.2200000e+001;7.5002377e+001;0.0000000e+000;7.3325874e+002;7.5002377e+001;0.0000000e+000;7.5002377e+001;0.0000000e+000;7.3325874e+002;1.2198393e+001;4.4555442e+001;1.2200000e+001
8.1000000e+002;1.2200000e+001;7.5000000e+001;0.0000000e+000;7.6011772e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;7.6011772e+002;1.2198342e+001;4.4543857e+001;1.2200000e+001
8.2000000e+002;1.2200000e+001;1.2653668e+002;0.0000000e+000;8.0595088e+002;1.2653668e+002;0.0000000e+000;1.2653668e+002;0.0000000e+000;8.0595088e+002;1.2198290e+001;4.4531841e+001;1.2200000e+001
8.3000000e+002;1.2200000e+001;2.2671071e+002;0.0000000e+000;8.4184937e+002;2.2671071e+002;0.0000000e+000;2.2671071e+002;0.0000000e+000;8.4184937e+002;1.2296891e+001;4.4502371e+001;1.2200000e+001
8.4000000e+002;1.2200000e+001;2.5710203e+002;0.0000000e+000;8.3480888e+002;2.5710203e+002;0.0000000e+000;2.5710203e+002;0.0000000e+000;8.3480888e+002;1.2303529e+001;4.4464621e+001;1.2200000e+001
8.5000000e+002;1.2200000e+001;3.2850718e+002;0.0000000e+000;7.9130241e+002;3.2850718e+002;0.0000000e+000;3.2850718e+002;0.0000000e+000;7.9130241e+002;1.2339201e+001;4.4419860e+001;1.2200000e+001
8.6000000e+002;1.2200000e+001;3.7032859e+002;0.0000000e+000;7.0231748e+002;3.7032859e+002;0.0000000e+000;3.7032859e+002;0.0000000e+000;7.0231748e+002;1.2414040e+001;4.4365372e+001;1.2200000e+001
8.7000000e+002;1.2200000e+001;3.8583778e+002;0.0000000e+000;7.0262692e+002;3.8583778e+002;0.0000000e+000;3.8583778e+002;0.0000000e+000;7.0262692e+002;1.2415107e+001;4.4306777e+001;1.2200000e+001
8.8000000e+002;1.2200000e+001;3.5970977e+002;0.0000000e+000;7.4293652e+002;3.5970977e+002;0.0000000e+000;3.5970977e+002;0.0000000e+000;7.4293652e+002;1.2382261e+001;4.4248806e+001;1.2200000e+001
8.9000000e+002;1.2200000e+001;3.4187642e+002;0.0000000e+000;7.8618358e+002;3.4187642e+002;0.0000000e+000;3.4187642e+002;0.0000000e+000;7.8618358e+002;1.2345703e+001;4.4194843e+001;1.2200000e+001
9.0000000e+002;1.2200000e+001;3.3525037e+002;0.0000000e+000;7.9260697e+002;3.3525037e+002;0.0000000e+000;3.3525037e+002;0.0000000e+000;7.9260697e+002;1.2339045e+001;4.4142633e+001;1.2200000e+001
9.1000000e+002;1.2200000e+001;2.0928622e+002;0.0000000e+000;7.7591941e+002;2.0928622e+002;0.0000000e+000;2.0928622e+002;0.0000000e+000;7.7591941e+002;1.2330460e+001;4.4099365e+001;1.2200000e+001
9.2000000e+002;1.2200000e+001;1.3104528e+002;0.0000000e+000;7.3026457e+002;1.3104528e+002;0.0000000e+000;1.3104528e+002;0.0000000e+000;7.3026457e+002;1.2198190e+001;4.4074048e+001;1.2200000e+001
9.3000000e+002;1.2200000e+001;7.5456608e+001;0.0000000e+000;7.1723470e+002;7.5456608e+001;0.0000000e+000;7.5456608e+001;0.0000000e+000;7.1723470e+002;1.2198142e+001;4.4057674e+001;1.2200000e+001
9.4000000e+002;1.2200000e+001;3.6233051e+002;0.0000000e+000;7.4881030e+002;3.6233051e+002;0.0000000e+000;3.6233051e+002;0.0000000e+000;7.4881030e+002;1.2377274e+001;4.4020518e+001;1.2200000e+001
9.5000000e+002;1.2200000e+001;3.2922310e+002;0.0000000e+000;7.9596090e+002;3.2922310e+002;0.0000000e+000;3.2922310e+002;0.0000000e+000;7.9596090e+002;1.2337824e+001;4.3971888e+001;1.2200000e+001
9.6000000e+002;1.2200000e+001;3.7146924e+002;0.0000000e+000;8.7356101e+002;3.7146924e+002;0.0000000e+000;3.7146924e+002;0.0000000e+000;8.7356101e+002;1.2271967e+001;4.3917240e+001;1.2200000e+001
9.7000000e+002;1.2200000e+001;3.8271669e+002;0.0000000e+000;8.4735037e+002;3.8271669e+002;0.0000000e+000;3.8271669e+002;0.0000000e+000;8.4735037e+002;1.2292678e+001;4.3858755e+001;1.2200000e+001
9.8000000e+002;1.2200000e+001;3.8574434e+002;0.0000000e+000;7.9964861e+002;3.8574434e+002;0.0000000e+000;3.8574434e+002;0.0000000e+000;7.9964861e+002;1.2332400e+001;4.3799368e+001;1.2200000e+001
9.9000000e+002;1.2200000e+001;3.8684931e+002;0.0000000e+000;7.7431516e+002;3.8684931e+002;0.0000000e+000;3.8684931e+002;0.0000000e+000;7.7431516e+002;1.2354609e+001;4.3739687e+001;1.2200000e+001
1.0000000e+003;1.2200000e+001;3.1816400e+002;0.0000000e+000;7.9464146e+002;3.1816400e+002;0.0000000e+000;3.1816400e+002;0.0000000e+000;7.9464146e+002;1.2338887e+001;4.3683450e+001;1.2200000e+001
1.0100000e+003;1.2200000e+001;3.4300813e+002;0.0000000e+000;8.3237330e+002;3.4300813e+002;0.0000000e+000;3.4300813e+002;0.0000000e+000;8.3237330e+002;1.2307659e+001;4.3632103e+001;1.2200000e+001
1.0200000e+003;1.2200000e+001;3.5238317e+002;0.0000000e+000;8.6315717e+002;3.5238317e+002;0.0000000e+000;3.5238317e+002;0.0000000e+000;8.6315717e+002;1.2281024e+001;4.3578280e+001;1.2200000e+001
1.0300000e+003;1.2200000e+001;3.0386465e+002;0.0000000e+000;8.4912467e+002;3.0386465e+002;0.0000000e+000;3.0386465e+002;0.0000000e+000;8.4912467e+002;1.2291439e+001;4.3527031e+001;1.2200000e+001
1.0400000e+003;1.2200000e+001;2.7259468e+002;0.0000000e+000;8.0317678e+002;2.7259468e+002;0.0000000e+000;2.7259468e+002;0.0000000e+000;8.0317678e+002;1.2329331e+001;4.3482897e+001;1.2200000e+001
1.0500000e+003;1.2200000e+001;2.6098413e+002;0.0000000e+000;7.6755778e+002;2.6098413e+002;0.0000000e+000;2.6098413e+002;0.0000000e+000;7.6755778e+002;1.2359861e+001;4.3441836e+001;1.2200000e+001
1.0600000e+003;1.2200000e+001;2.8862213e+002;0.0000000e+000;7.4336880e+002;2.8862213e+002;0.0000000e+000;2.8862213e+002;0.0000000e+000;7.4336880e+002;1.2381332e+001;4.3399766e+001;1.2200000e+001
1.0700000e+003;1.2200000e+001;3.0703050e+002;0.0000000e+000;7.8704533e+002;3.0703050e+002;0.0000000e+000;3.0703050e+002;0.0000000e+000;7.8704533e+002;1.2345508e+001;4.3353538e+001;1.2200000e+001
1.0800000e+003;1.2200000e+001;3.1386824e+002;0.0000000e+000;8.2678611e+002;3.1386824e+002;0.0000000e+000;3.1386824e+002;0.0000000e+000;8.2678611e+002;1.2311695e+001;4.3305499e+001;1.2200000e+001
1.0900000e+003;1.2200000e+001;3.7855760e+002;0.0000000e+000;8.2605221e+002;3.7855760e+002;0.0000000e+000;3.7855760e+002;0.0000000e+000;8.2605221e+002;1.2310983e+001;4.3252618e+001;1.2200000e+001
1.1000000e+003;1.2200000e+001;3.7297637e+002;0.0000000e+000;7.8551838e+002;3.7297637e+002;0.0000000e+000;3.7297637e+002;0.0000000e+000;7.8551838e+002;1.2344026e+001;4.3191020e+001;1.2200000e+001
1.1100000e+003;1.2200000e+001;3.6769330e+002;0.0000000e+000;7.7594391e+002;3.6769330e+002;0.0000000e+000;3.6769330e+002;0.0000000e+000;7.7594391e+002;1.2352534e+001;4.3134807e+001;1.2200000e+001
1.1200000e+003;1.2200000e+001;3.6474190e+002;0.0000000e+000;7.6994071e+002;3.6474190e+002;0.0000000e+000;3.6474190e+002;0.0000000e+000;7.6994071e+002;1.2358844e+001;4.3078107e+001;1.2200000e+001
1.1300000e+003;1.2200000e+001;3.6170117e+002;0.0000000e+000;8.0651912e+002;3.6170117e+002;0.0000000e+000;3.6170117e+002;0.0000000e+000;8.0651912e+002;1.2329245e+001;4.3022042e+001;1.2200000e+001
1.1400000e+003;1.2200000e+001;3.6056696e+002;0.0000000e+000;8.5205065e+002;3.6056696e+002;0.0000000e+000;3.6056696e+002;0.0000000e+000;8.5205065e+002;1.2290950e+001;4.2966276e+001;1.2200000e+001
1.1500000e+003;1.2200000e+001;3.2931901e+002;0.0000000e+000;8.6467382e+002;3.2931901e+002;0.0000000e+000;3.2931901e+002;0.0000000e+000;8.6467382e+002;1.2279166e+001;4.2912691e+001;1.2200000e+001
1.1600000e+003;1.2200000e+001;3.0986135e+002;0.0000000e+000;8.4949006e+002;3.0986135e+002;0.0000000e+000;3.0986135e+002;0.0000000e+000;8.4949006e+002;1.2290805e+001;4.2863568e+001;1.2200000e+001
1.1700000e+003;1.2200000e+001;3.0263983e+002;0.0000000e+000;8.0240623e+002;3.0263983e+002;0.0000000e+000;3.0263983e+002;0.0000000e+000;8.0240623e+002;1.2330211e+001;4.2816356e+001;1.2200000e+001
1.1800000e+003;1.2200000e+001;2.3659293e+002;0.0000000e+000;7.8341727e+002;2.3659293e+002;0.0000000e+000;2.3659293e+002;0.0000000e+000;7.8341727e+002;1.2347231e+001;4.2774107e+001;1.2200000e+001
