;x11;x12;x13;x14;x21;x22;x31;x32;x33;y1;y2;y3
1.0000000e+002;1.2199627e+001;1.6037482e+002;0.0000000e+000;5.5780234e+002;1.6037482e+002;0.0000000e+000;1.6037482e+002;0.0000000e+000;5.5780234e+002;1.2199628e+001;4.6877422e+001;1.2199627e+001
1.1000000e+002;1.2199592e+001;2.0096502e+002;0.0000000e+000;5.0489157e+002;2.0096502e+002;0.0000000e+000;2.0096502e+002;0.0000000e+000;5.0489157e+002;1.2199593e+001;4.6848963e+001;1.2199592e+001
1.2000000e+002;1.2199557e+001;2.1565933e+002;0.0000000e+000;5.2367625e+002;2.1565933e+002;0.0000000e+000;2.1565933e+002;0.0000000e+000;5.2367625e+002;1.2199559e+001;4.6816601e+001;1.2199557e+001
1.3000000e+002;1.2199565e+001;3.6062524e+002;0.0000000e+000;5.7072479e+002;3.6062524e+002;0.0000000e+000;3.6062524e+002;0.0000000e+000;5.7072479e+002;1.2525715e+001;4.6773430e+001;1.2199565e+001
1.4000000e+002;1.2199578e+001;2.6023282e+002;0.0000000e+000;6.0277981e+002;2.6023282e+002;0.0000000e+000;2.6023282e+002;0.0000000e+000;6.0277981e+002;1.2498052e+001;4.6724219e+001;1.2199578e+001
1.5000000e+002;1.2199592e+001;2.7926065e+002;0.0000000e+000;5.9037006e+002;2.7926065e+002;0.0000000e+000;2.7926065e+002;0.0000000e+000;5.9037006e+002;1.2507104e+001;4.6682321e+001;1.2199592e+001
1.6000000e+002;1.2199605e+001;2.1515724e+002;0.0000000e+000;6.0294784e+002;2.1515724e+002;0.0000000e+000;2.1515724e+002;0.0000000e+000;6.0294784e+002;1.2496181e+001;4.6643332e+001;1.2199605e+001
1.7000000e+002;1.2199599e+001;2.9949182e+002;0.0000000e+000;5.6623049e+002;2.9949182e+002;0.0000000e+000;2.9949182e+002;0.0000000e+000;5.6623049e+002;1.2527588e+001;4.6604188e+001;1.2199599e+001
1.8000000e+002;1.2199612e+001;2.7271370e+002;0.0000000e+000;5.7201575e+002;2.7271370e+002;0.0000000e+000;2.7271370e+002;0.0000000e+000;5.7201575e+002;1.2524087e+001;4.6560327e+001;1.2199612e+001
1.9000000e+002;1.2199626e+001;3.1158838e+002;0.0000000e+000;6.1498731e+002;3.1158838e+002;0.0000000e+000;3.1158838e+002;0.0000000e+000;6.1498731e+002;1.2488892e+001;4.6515818e+001;1.2199626e+001
2.0000000e+002;1.2199639e+001;3.3847919e+002;0.0000000e+000;6.5563733e+002;3.3847919e+002;0.0000000e+000;3.3847919e+002;0.0000000e+000;6.5563733e+002;1.2454361e+001;4.6465283e+001;1.2199639e+001
2.1000000e+002;1.2199653e+001;3.4847208e+002;0.0000000e+000;5.8849092e+002;3.4847208e+002;0.0000000e+000;3.4847208e+002;0.0000000e+000;5.8849092e+002;1.2508993e+001;4.6412104e+001;1.2199653e+001
2.2000000e+002;1.2199656e+001;1.7442367e+002;0.0000000e+000;5.4886982e+002;1.7442367e+002;0.0000000e+000;1.7442367e+002;0.0000000e+000;5.4886982e+002;1.2200775e+001;4.6369887e+001;1.2199656e+001
2.3000000e+002;1.2199621e+001;7.5033202e+001;0.0000000e+000;5.0510339e+002;7.5033202e+001;0.0000000e+000;7.5033202e+001;0.0000000e+000;5.0510339e+002;1.2199622e+001;4.6353459e+001;1.2199621e+001
2.4000000e+002;1.2199587e+001;7.5000000e+001;0.0000000e+000;4.9742720e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;4.9742720e+002;1.2199588e+001;4.6341874e+001;1.2199587e+001
2.5000000e+002;1.2199553e+001;7.5000000e+001;0.0000000e+000;5.3289869e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;5.3289869e+002;1.2199554e+001;4.6330290e+001;1.2199553e+001
2.6000000e+002;1.2199517e+001;7.5000000e+001;0.0000000e+000;5.4714039e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;5.4714039e+002;1.2199518e+001;4.6318705e+001;1.2199517e+001
2.7000000e+002;1.2199479e+001;7.5000000e+001;0.0000000e+000;5.6138268e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;5.6138268e+002;1.2199481e+001;4.6307121e+001;1.2199479e+001
2.8000000e+002;1.2199453e+001;2.5673575e+002;0.0000000e+000;5.3076766e+002;2.5673575e+002;0.0000000e+000;2.5673575e+002;0.0000000e+000;5.3076766e+002;1.2555873e+001;4.6283615e+001;1.2199453e+001
2.9000000e+002;1.2199467e+001;3.5595724e+002;0.0000000e+000;4.8344120e+002;3.5595724e+002;0.0000000e+000;3.5595724e+002;0.0000000e+000;4.8344120e+002;1.2595987e+001;4.6235071e+001;1.2199467e+001
3.0000000e+002;1.2199480e+001;3.9277467e+002;0.0000000e+000;4.6291503e+002;3.9277467e+002;0.0000000e+000;3.9277467e+002;0.0000000e+000;4.6291503e+002;1.2614268e+001;4.6176781e+001;1.2199480e+001
3.1000000e+002;1.2199494e+001;2.5496228e+002;0.0000000e+000;5.0001185e+002;2.5496228e+002;0.0000000e+000;2.5496228e+002;0.0000000e+000;5.0001185e+002;1.2584502e+001;4.6125063e+001;1.2199494e+001
3.2000000e+002;1.2199477e+001;1.6520742e+002;0.0000000e+000;5.4771121e+002;1.6520742e+002;0.0000000e+000;1.6520742e+002;0.0000000e+000;5.4771121e+002;1.2199478e+001;4.6093720e+001;1.2199477e+001
3.3000000e+002;1.2199439e+001;1.3187725e+002;0.0000000e+000;5.7410900e+002;1.3187725e+002;0.0000000e+000;1.3187725e+002;0.0000000e+000;5.7410900e+002;1.2199440e+001;4.6071199e+001;1.2199439e+001
3.4000000e+002;1.2199400e+001;2.1728263e+002;0.0000000e+000;5.5493574e+002;2.1728263e+002;0.0000000e+000;2.1728263e+002;0.0000000e+000;5.5493574e+002;1.2199401e+001;4.6045371e+001;1.2199400e+001
3.5000000e+002;1.2199412e+001;2.7390391e+002;0.0000000e+000;5.0781924e+002;2.7390391e+002;0.0000000e+000;2.7390391e+002;0.0000000e+000;5.0781924e+002;1.2575502e+001;4.6006739e+001;1.2199412e+001
3.6000000e+002;1.2199425e+001;2.9493453e+002;0.0000000e+000;5.5682592e+002;2.9493453e+002;0.0000000e+000;2.9493453e+002;0.0000000e+000;5.5682592e+002;1.2535623e+001;4.5962542e+001;1.2199425e+001
3.7000000e+002;1.2199439e+001;2.2740264e+002;0.0000000e+000;5.6964656e+002;2.2740264e+002;0.0000000e+000;2.2740264e+002;0.0000000e+000;5.6964656e+002;1.2526225e+001;4.5921347e+001;1.2199439e+001
3.8000000e+002;1.2199414e+001;1.8313646e+002;0.0000000e+000;6.1523769e+002;1.8313646e+002;0.0000000e+000;1.8313646e+002;0.0000000e+000;6.1523769e+002;1.2199416e+001;4.5890187e+001;1.2199414e+001
3.9000000e+002;1.2199371e+001;1.6669709e+002;0.0000000e+000;6.5168669e+002;1.6669709e+002;0.0000000e+000;1.6669709e+002;0.0000000e+000;6.5168669e+002;1.2199373e+001;4.5863378e+001;1.2199371e+001
4.0000000e+002;1.2199327e+001;1.7867155e+002;0.0000000e+000;6.4548253e+002;1.7867155e+002;0.0000000e+000;1.7867155e+002;0.0000000e+000;6.4548253e+002;1.2199329e+001;4.5836963e+001;1.2199327e+001
4.1000000e+002;1.2199285e+001;1.8772739e+002;0.0000000e+000;6.0950081e+002;1.8772739e+002;0.0000000e+000;1.8772739e+002;0.0000000e+000;6.0950081e+002;1.2199286e+001;4.5808555e+001;1.2199285e+001
4.2000000e+002;1.2199245e+001;1.9109591e+002;0.0000000e+000;5.6907369e+002;1.9109591e+002;0.0000000e+000;1.9109591e+002;0.0000000e+000;5.6907369e+002;1.2199246e+001;4.5779256e+001;1.2199245e+001
4.3000000e+002;1.2199207e+001;7.8532903e+001;0.0000000e+000;5.6854087e+002;7.8532903e+001;0.0000000e+000;7.8532903e+001;0.0000000e+000;5.6854087e+002;1.2199208e+001;4.5756617e+001;1.2199207e+001
4.4000000e+002;1.2199167e+001;7.5000022e+001;0.0000000e+000;6.0839254e+002;7.5000022e+001;0.0000000e+000;7.5000022e+001;0.0000000e+000;6.0839254e+002;1.2199169e+001;4.5744987e+001;1.2199167e+001
4.5000000e+002;1.2199125e+001;7.5000000e+001;0.0000000e+000;6.5198926e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;6.5198926e+002;1.2199126e+001;4.5733403e+001;1.2199125e+001
4.6000000e+002;1.2199083e+001;7.5000000e+001;0.0000000e+000;6.1293862e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;6.1293862e+002;1.2199084e+001;4.5721818e+001;1.2199083e+001
4.7000000e+002;1.2199043e+001;7.5000000e+001;0.0000000e+000;5.7718407e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;5.7718407e+002;1.2199044e+001;4.5710234e+001;1.2199043e+001
4.8000000e+002;1.2199005e+001;7.5000000e+001;0.0000000e+000;5.3129066e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;5.3129066e+002;1.2199007e+001;4.5698650e+001;1.2199005e+001
4.9000000e+002;1.2198970e+001;1.9152762e+002;0.0000000e+000;5.1745047e+002;1.9152762e+002;0.0000000e+000;1.9152762e+002;0.0000000e+000;5.1745047e+002;1.2198971e+001;4.5683294e+001;1.2198970e+001
5.0000000e+002;1.2198975e+001;3.0579049e+002;0.0000000e+000;5.4838812e+002;3.0579049e+002;0.0000000e+000;3.0579049e+002;0.0000000e+000;5.4838812e+002;1.2544283e+001;4.5643429e+001;1.2198975e+001
5.1000000e+002;1.2198989e+001;3.4786816e+002;0.0000000e+000;6.4479095e+002;3.4786816e+002;0.0000000e+000;3.4786816e+002;0.0000000e+000;6.4479095e+002;1.2463814e+001;4.5592415e+001;1.2198989e+001
5.2000000e+002;1.2199002e+001;2.8068707e+002;0.0000000e+000;6.6493738e+002;2.8068707e+002;0.0000000e+000;2.8068707e+002;0.0000000e+000;6.6493738e+002;1.2445843e+001;4.5542845e+001;1.2199002e+001
5.3000000e+002;1.2199016e+001;2.3464223e+002;0.0000000e+000;6.3943375e+002;2.3464223e+002;0.0000000e+000;2.3464223e+002;0.0000000e+000;6.3943375e+002;1.2465954e+001;4.5503613e+001;1.2199016e+001
5.4000000e+002;1.2199029e+001;2.1753332e+002;0.0000000e+000;5.9173021e+002;2.1753332e+002;0.0000000e+000;2.1753332e+002;0.0000000e+000;5.9173021e+002;1.2505654e+001;4.5468908e+001;1.2199029e+001
5.5000000e+002;1.2199003e+001;1.5068814e+002;0.0000000e+000;5.6568518e+002;1.5068814e+002;0.0000000e+000;1.5068814e+002;0.0000000e+000;5.6568518e+002;1.2199004e+001;4.5439942e+001;1.2199003e+001
5.6000000e+002;1.2198966e+001;1.1047289e+002;0.0000000e+000;5.5821786e+002;1.1047289e+002;0.0000000e+000;1.1047289e+002;0.0000000e+000;5.5821786e+002;1.2198967e+001;4.5420270e+001;1.2198966e+001
5.7000000e+002;1.2198926e+001;7.5000407e+001;0.0000000e+000;6.0539738e+002;7.5000407e+001;0.0000000e+000;7.5000407e+001;0.0000000e+000;6.0539738e+002;1.2198928e+001;4.5407949e+001;1.2198926e+001
5.8000000e+002;1.2198884e+001;7.5000000e+001;0.0000000e+000;6.3682197e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;6.3682197e+002;1.2198886e+001;4.5396365e+001;1.2198884e+001
5.9000000e+002;1.2198842e+001;7.5000000e+001;0.0000000e+000;6.2359877e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;6.2359877e+002;1.2198843e+001;4.5384780e+001;1.2198842e+001
6.0000000e+002;1.2198801e+001;7.5000000e+001;0.0000000e+000;8.0788514e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;8.0788514e+002;1.2198802e+001;4.5373196e+001;1.2198801e+001
6.1000000e+002;1.2198751e+001;2.2289727e+002;0.0000000e+000;7.4749164e+002;2.2289727e+002;0.0000000e+000;2.2289727e+002;0.0000000e+000;7.4749164e+002;1.2279155e+001;4.5352713e+001;1.2198751e+001
6.2000000e+002;1.2198764e+001;3.0469157e+002;0.0000000e+000;7.5411312e+002;3.0469157e+002;0.0000000e+000;3.0469157e+002;0.0000000e+000;7.5411312e+002;1.2372359e+001;4.5310956e+001;1.2198764e+001
6.3000000e+002;1.2198778e+001;3.3503555e+002;0.0000000e+000;7.9744468e+002;3.3503555e+002;0.0000000e+000;3.3503555e+002;0.0000000e+000;7.9744468e+002;1.2336843e+001;4.5261166e+001;1.2198778e+001
6.4000000e+002;1.2198791e+001;2.7248970e+002;0.0000000e+000;8.3764638e+002;2.7248970e+002;0.0000000e+000;2.7248970e+002;0.0000000e+000;8.3764638e+002;1.2302666e+001;4.5213365e+001;1.2198791e+001
6.5000000e+002;1.2198805e+001;2.3046016e+002;0.0000000e+000;8.3775696e+002;2.3046016e+002;0.0000000e+000;2.3046016e+002;0.0000000e+000;8.3775696e+002;1.2301251e+001;4.5175040e+001;1.2198805e+001
6.6000000e+002;1.2198818e+001;2.1484681e+002;0.0000000e+000;7.6246287e+002;2.1484681e+002;0.0000000e+000;2.1484681e+002;0.0000000e+000;7.6246287e+002;1.2363240e+001;4.5140847e+001;1.2198818e+001
6.7000000e+002;1.2198831e+001;2.5484814e+002;0.0000000e+000;7.1903768e+002;2.5484814e+002;0.0000000e+000;2.5484814e+002;0.0000000e+000;7.1903768e+002;1.2399936e+001;4.5105105e+001;1.2198831e+001
6.8000000e+002;1.2198845e+001;2.8136810e+002;0.0000000e+000;7.1219615e+002;2.8136810e+002;0.0000000e+000;2.8136810e+002;0.0000000e+000;7.1219615e+002;1.2406941e+001;4.5063367e+001;1.2198845e+001
6.9000000e+002;1.2198858e+001;2.9121831e+002;0.0000000e+000;7.4822675e+002;2.9121831e+002;0.0000000e+000;2.9121831e+002;0.0000000e+000;7.4822675e+002;1.2377817e+001;4.5019022e+001;1.2198858e+001
7.0000000e+002;1.2198872e+001;2.8546401e+002;0.0000000e+000;7.9400312e+002;2.8546401e+002;0.0000000e+000;2.8546401e+002;0.0000000e+000;7.9400312e+002;1.2339340e+001;4.4974345e+001;1.2198872e+001
7.1000000e+002;1.2198885e+001;2.8092707e+002;0.0000000e+000;8.6932062e+002;2.8092707e+002;0.0000000e+000;2.8092707e+002;0.0000000e+000;8.6932062e+002;1.2275318e+001;4.4930659e+001;1.2198885e+001
7.2000000e+002;1.2198899e+001;2.7923875e+002;0.0000000e+000;8.3806558e+002;2.7923875e+002;0.0000000e+000;2.7923875e+002;0.0000000e+000;8.3806558e+002;1.2300334e+001;4.4887419e+001;1.2198899e+001
7.3000000e+002;1.2198912e+001;3.0748780e+002;0.0000000e+000;7.9085266e+002;3.0748780e+002;0.0000000e+000;3.0748780e+002;0.0000000e+000;7.9085266e+002;1.2339824e+001;4.4842404e+001;1.2198912e+001
7.4000000e+002;1.2198926e+001;3.2532971e+002;0.0000000e+000;7.7109200e+002;3.2532971e+002;0.0000000e+000;3.2532971e+002;0.0000000e+000;7.7109200e+002;1.2357478e+001;4.4793312e+001;1.2198926e+001
7.5000000e+002;1.2198939e+001;3.3195273e+002;0.0000000e+000;7.9695147e+002;3.3195273e+002;0.0000000e+000;3.3195273e+002;0.0000000e+000;7.9695147e+002;1.2337065e+001;4.4742467e+001;1.2198939e+001
7.6000000e+002;1.2198953e+001;3.0582488e+002;0.0000000e+000;8.0586072e+002;3.0582488e+002;0.0000000e+000;3.0582488e+002;0.0000000e+000;8.0586072e+002;1.2329681e+001;4.4692894e+001;1.2198953e+001
7.7000000e+002;1.2198966e+001;2.8884216e+002;0.0000000e+000;8.3154921e+002;2.8884216e+002;0.0000000e+000;2.8884216e+002;0.0000000e+000;8.3154921e+002;1.2307183e+001;4.4647177e+001;1.2198966e+001
7.8000000e+002;1.2198980e+001;2.8253583e+002;0.0000000e+000;8.1160570e+002;2.8253583e+002;0.0000000e+000;2.8253583e+002;0.0000000e+000;8.1160570e+002;1.2322582e+001;4.4603130e+001;1.2198980e+001
7.9000000e+002;1.2198965e+001;1.4034661e+002;0.0000000e+000;7.6436440e+002;1.4034661e+002;0.0000000e+000;1.4034661e+002;0.0000000e+000;7.6436440e+002;1.2198968e+001;4.4569094e+001;1.2198965e+001
8.0000000e+002;1.2198915e+001;7.5002376e+001;0.0000000e+000;7.3325874e+002;7.5002376e+001;0.0000000e+000;7.5002376e+001;0.0000000e+000;7.3325874e+002;1.2198917e+001;4.4555445e+001;1.2198915e+001
8.1000000e+002;1.2198865e+001;7.5000000e+001;0.0000000e+000;7.6011772e+002;7.5000000e+001;0.0000000e+000;7.5000000e+001;0.0000000e+000;7.6011772e+002;1.2198866e+001;4.4543860e+001;1.2198865e+001
8.2000000e+002;1.2198812e+001;1.2655148e+002;0.0000000e+000;8.0595088e+002;1.2655148e+002;0.0000000e+000;1.2655148e+002;0.0000000e+000;8.0595088e+002;1.2198814e+001;4.4531843e+001;1.2198812e+001
8.3000000e+002;1.2198765e+001;2.2671930e+002;0.0000000e+000;8.4184937e+002;2.2671930e+002;0.0000000e+000;2.2671930e+002;0.0000000e+000;8.4184937e+002;1.2296902e+001;4.4502371e+001;1.2198765e+001
8.4000000e+002;1.2198779e+001;2.5710519e+002;0.0000000e+000;8.3480888e+002;2.5710519e+002;0.0000000e+000;2.5710519e+002;0.0000000e+000;8.3480888e+002;1.2303529e+001;4.4464621e+001;1.2198779e+001
8.5000000e+002;1.2198792e+001;3.2851879e+002;0.0000000e+000;7.9130241e+002;3.2851879e+002;0.0000000e+000;3.2851879e+002;0.0000000e+000;7.9130241e+002;1.2339201e+001;4.4419858e+001;1.2198792e+001
8.6000000e+002;1.2198806e+001;3.7033298e+002;0.0000000e+000;7.0231748e+002;3.7033298e+002;0.0000000e+000;3.7033298e+002;0.0000000e+000;7.0231748e+002;1.2414040e+001;4.4365369e+001;1.2198806e+001
8.7000000e+002;1.2198819e+001;3.8583940e+002;0.0000000e+000;7.0262692e+002;3.8583940e+002;0.0000000e+000;3.8583940e+002;0.0000000e+000;7.0262692e+002;1.2415107e+001;4.4306774e+001;1.2198819e+001
8.8000000e+002;1.2198833e+001;3.5970484e+002;0.0000000e+000;7.4293652e+002;3.5970484e+002;0.0000000e+000;3.5970484e+002;0.0000000e+000;7.4293652e+002;1.2382261e+001;4.4248803e+001;1.2198833e+001
8.9000000e+002;1.2198846e+001;3.4187455e+002;0.0000000e+000;7.8618358e+002;3.4187455e+002;0.0000000e+000;3.4187455e+002;0.0000000e+000;7.8618358e+002;1.2345703e+001;4.4194840e+001;1.2198846e+001
9.0000000e+002;1.2198860e+001;3.3524968e+002;0.0000000e+000;7.9260697e+002;3.3524968e+002;0.0000000e+000;3.3524968e+002;0.0000000e+000;7.9260697e+002;1.2339045e+001;4.4142630e+001;1.2198860e+001
9.1000000e+002;1.2198873e+001;2.0926453e+002;0.0000000e+000;7.7591941e+002;2.0926453e+002;0.0000000e+000;2.0926453e+002;0.0000000e+000;7.7591941e+002;1.2330548e+001;4.4099366e+001;1.2198873e+001
9.2000000e+002;1.2198822e+001;1.3103707e+002;0.0000000e+000;7.3026457e+002;1.3103707e+002;0.0000000e+000;1.3103707e+002;0.0000000e+000;7.3026457e+002;1.2198824e+001;4.4074051e+001;1.2198822e+001
9.3000000e+002;1.2198774e+001;7.5456551e+001;0.0000000e+000;7.1723470e+002;7.5456551e+001;0.0000000e+000;7.5456551e+001;0.0000000e+000;7.1723470e+002;1.2198775e+001;4.4057678e+001;1.2198774e+001
9.4000000e+002;1.2198765e+001;3.6232829e+002;0.0000000e+000;7.4881030e+002;3.6232829e+002;0.0000000e+000;3.6232829e+002;0.0000000e+000;7.4881030e+002;1.2377274e+001;4.4020646e+001;1.2198765e+001
9.5000000e+002;1.2198778e+001;3.2923504e+002;0.0000000e+000;7.9596090e+002;3.2923504e+002;0.0000000e+000;3.2923504e+002;0.0000000e+000;7.9596090e+002;1.2337824e+001;4.3972014e+001;1.2198778e+001
9.6000000e+002;1.2198792e+001;3.7147364e+002;0.0000000e+000;8.7356101e+002;3.7147364e+002;0.0000000e+000;3.7147364e+002;0.0000000e+000;8.7356101e+002;1.2271967e+001;4.3917364e+001;1.2198792e+001
9.7000000e+002;1.2198805e+001;3.8271756e+002;0.0000000e+000;8.4735037e+002;3.8271756e+002;0.0000000e+000;3.8271756e+002;0.0000000e+000;8.4735037e+002;1.2292678e+001;4.3858878e+001;1.2198805e+001
9.8000000e+002;1.2198819e+001;3.8574465e+002;0.0000000e+000;7.9964861e+002;3.8574465e+002;0.0000000e+000;3.8574465e+002;0.0000000e+000;7.9964861e+002;1.2332400e+001;4.3799491e+001;1.2198819e+001
9.9000000e+002;1.2198832e+001;3.8684942e+002;0.0000000e+000;7.7431516e+002;3.8684942e+002;0.0000000e+000;3.8684942e+002;0.0000000e+000;7.7431516e+002;1.2354609e+001;4.3739810e+001;1.2198832e+001
1.0000000e+003;1.2198846e+001;3.1817101e+002;0.0000000e+000;7.9464146e+002;3.1817101e+002;0.0000000e+000;3.1817101e+002;0.0000000e+000;7.9464146e+002;1.2338887e+001;4.3683572e+001;1.2198846e+001
1.0100000e+003;1.2198859e+001;3.4301077e+002;0.0000000e+000;8.3237330e+002;3.4301077e+002;0.0000000e+000;3.4301077e+002;0.0000000e+000;8.3237330e+002;1.2307659e+001;4.3632225e+001;1.2198859e+001
1.0200000e+003;1.2198873e+001;3.5238415e+002;0.0000000e+000;8.6315717e+002;3.5238415e+002;0.0000000e+000;3.5238415e+002;0.0000000e+000;8.6315717e+002;1.2281024e+001;4.3578401e+001;1.2198873e+001
1.0300000e+003;1.2198886e+001;3.0385600e+002;0.0000000e+000;8.4912467e+002;3.0385600e+002;0.0000000e+000;3.0385600e+002;0.0000000e+000;8.4912467e+002;1.2291439e+001;4.3527154e+001;1.2198886e+001
1.0400000e+003;1.2198900e+001;2.7259140e+002;0.0000000e+000;8.0317678e+002;2.7259140e+002;0.0000000e+000;2.7259140e+002;0.0000000e+000;8.0317678e+002;1.2329331e+001;4.3483021e+001;1.2198900e+001
1.0500000e+003;1.2198913e+001;2.6098293e+002;0.0000000e+000;7.6755778e+002;2.6098293e+002;0.0000000e+000;2.6098293e+002;0.0000000e+000;7.6755778e+002;1.2359861e+001;4.3441960e+001;1.2198913e+001
1.0600000e+003;1.2198927e+001;2.8862722e+002;0.0000000e+000;7.4336880e+002;2.8862722e+002;0.0000000e+000;2.8862722e+002;0.0000000e+000;7.4336880e+002;1.2381332e+001;4.3399889e+001;1.2198927e+001
1.0700000e+003;1.2198940e+001;3.0703244e+002;0.0000000e+000;7.8704533e+002;3.0703244e+002;0.0000000e+000;3.0703244e+002;0.0000000e+000;7.8704533e+002;1.2345508e+001;4.3353660e+001;1.2198940e+001
1.0800000e+003;1.2198954e+001;3.1386896e+002;0.0000000e+000;8.2678611e+002;3.1386896e+002;0.0000000e+000;3.1386896e+002;0.0000000e+000;8.2678611e+002;1.2311695e+001;4.3305622e+001;1.2198954e+001
1.0900000e+003;1.2198967e+001;3.7856865e+002;0.0000000e+000;8.2605221e+002;3.7856865e+002;0.0000000e+000;3.7856865e+002;0.0000000e+000;8.2605221e+002;1.2310983e+001;4.3252739e+001;1.2198967e+001
1.1000000e+003;1.2198981e+001;3.7298012e+002;0.0000000e+000;7.8551838e+002;3.7298012e+002;0.0000000e+000;3.7298012e+002;0.0000000e+000;7.8551838e+002;1.2344026e+001;4.3191139e+001;1.2198981e+001
1.1100000e+003;1.2198994e+001;3.6769461e+002;0.0000000e+000;7.7594391e+002;3.6769461e+002;0.0000000e+000;3.6769461e+002;0.0000000e+000;7.7594391e+002;1.2352534e+001;4.3134926e+001;1.2198994e+001
1.1200000e+003;1.2199008e+001;3.6474106e+002;0.0000000e+000;7.6994071e+002;3.6474106e+002;0.0000000e+000;3.6474106e+002;0.0000000e+000;7.6994071e+002;1.2358844e+001;4.3078226e+001;1.2199008e+001
1.1300000e+003;1.2199021e+001;3.6170084e+002;0.0000000e+000;8.0651912e+002;3.6170084e+002;0.0000000e+000;3.6170084e+002;0.0000000e+000;8.0651912e+002;1.2329245e+001;4.3022161e+001;1.2199021e+001
1.1400000e+003;1.2199035e+001;3.6056684e+002;0.0000000e+000;8.5205065e+002;3.6056684e+002;0.0000000e+000;3.6056684e+002;0.0000000e+000;8.5205065e+002;1.2290950e+001;4.2966395e+001;1.2199035e+001
1.1500000e+003;1.2199048e+001;3.2931362e+002;0.0000000e+000;8.6467382e+002;3.2931362e+002;0.0000000e+000;3.2931362e+002;0.0000000e+000;8.6467382e+002;1.2279166e+001;4.2912811e+001;1.2199048e+001
1.1600000e+003;1.2199062e+001;3.0985931e+002;0.0000000e+000;8.4949006e+002;3.0985931e+002;0.0000000e+000;3.0985931e+002;0.0000000e+000;8.4949006e+002;1.2290805e+001;4.2863688e+001;1.2199062e+001
1.1700000e+003;1.2199075e+001;3.0263908e+002;0.0000000e+000;8.0240623e+002;3.0263908e+002;0.0000000e+000;3.0263908e+002;0.0000000e+000;8.0240623e+002;1.2330211e+001;4.2816477e+001;1.2199075e+001
1.1800000e+003;1.2199089e+001;2.3658166e+002;0.0000000e+000;7.8341727e+002;2.3658166e+002;0.0000000e+000;2.3658166e+002;0.0000000e+000;7.8341727e+002;1.2347231e+001;4.2774229e+001;1.2199089e+001
